PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,total_spend,group,is_alone,deck,Name_length,nl_short,has_spent,RoomServiceBin,FoodCourtBin,ShoppingMallBin,SpaBin,VRDeckBin,places_spent,total_spend_log,RoomServiceLog,FoodCourtLog,ShoppingMallLog,SpaLog,VRDeckLog,AgeBin
2709_01,2,1,F/523/S,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Pies Welto,True,0.0,2709,0,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2709_02,2,0,F/523/S,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Relix Welto,True,0.0,2709,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2709_03,2,0,F/523/S,0,33.0,0.0,361.0,0.0,381.0,1622.0,0.0,Rana Welto,False,2364.0,2709,0,5,10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,3,0,2
2709_04,2,0,F/523/S,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Worms Ble,True,0.0,2709,0,5,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2712_01,0,1,B/105/S,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Mothab Doorge,True,0.0,2712,1,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2713_01,1,1,G/438/P,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarah Cleachrand,True,0.0,2713,1,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2714_01,1,0,F/561/P,2,59.0,0.0,269.0,1776.0,0.0,0.0,12.0,Maryn Mcintons,False,2057.0,2714,1,5,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3,2,3,0,0,1,3
2717_01,1,0,G/431/S,0,18.0,0.0,130.0,0.0,13.0,191.0,554.0,Francy Mayder,False,888.0,2717,1,6,13.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2,2,0,1,2,2,0
2718_01,0,1,B/106/S,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,Quarkab Supred,True,0.0,2718,1,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2720_01,1,0,G/439/P,1,23.0,0.0,171.0,2373.0,1.0,30.0,985.0,Felice Beckeey,False,3560.0,2720,0,6,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3,2,3,0,1,2,1
2720_02,1,0,G/439/P,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancy Beckeey,False,0.0,2720,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2720_03,1,1,G/439/P,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Noria Beckeey,True,0.0,2720,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2721_01,1,0,F/563/P,1,25.0,0.0,21.0,746.0,55.0,0.0,4.0,Jodia Rigginson,False,826.0,2721,1,5,15.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2,1,2,1,0,0,1
2722_01,2,1,D/93/S,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Frunch Sutte,True,0.0,2722,1,3,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2723_01,0,1,C/99/S,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosonan Boderbint,True,0.0,2723,0,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2723_02,0,0,C/99/S,0,54.0,0.0,0.0,5876.0,0.0,0.0,914.0,Dabiton Boderbint,True,6790.0,2723,0,2,17.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3,0,3,0,0,2,3
2724_01,2,1,F/564/P,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Swack Merte,True,0.0,2724,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2724_02,2,0,F/564/P,0,48.0,0.0,1200.0,0.0,38.0,48.0,0.0,Manth Merte,False,1286.0,2724,0,5,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,3,0,1,1,0,3
2725_01,1,0,F/565/P,0,40.0,0.0,0.0,0.0,362.0,272.0,0.0,Helle Bucknersony,False,634.0,2725,1,5,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2,0,0,2,2,0,3
2726_01,1,1,G/440/P,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Kimmie Leson,False,0.0,2726,1,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2727_01,1,0,F/525/S,0,32.0,0.0,0.0,9.0,11.0,784.0,63.0,Stany Hoopez,False,867.0,2727,1,5,12.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,2,0,0,1,2,1,2
2729_01,1,1,G/432/S,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Jodip Burchrison,True,0.0,2729,1,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2730_01,1,1,G/433/S,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Royce Douglasen,True,0.0,2730,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2730_02,1,0,F/527/S,0,16.0,0.0,0.0,1115.0,0.0,1674.0,132.0,Candra Douglasen,False,2921.0,2730,0,5,16.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,3,0,3,2,0
2730_03,1,1,G/433/S,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Elancy Douglasen,True,0.0,2730,0,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2732_01,1,1,G/435/S,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Molley Hurles,True,0.0,2732,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2732_02,1,0,G/435/S,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Jilly Hurles,False,0.0,2732,0,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2734_01,2,0,F/567/P,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Eggies Wate,True,0.0,2734,1,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2736_01,2,0,D/81/P,0,27.0,1.0,1709.0,4.0,24.0,0.0,0.0,Mark Prity,False,1737.0,2736,1,3,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3,3,0,1,0,0,1
2737_01,0,0,C/100/S,2,45.0,0.0,0.0,726.0,0.0,281.0,1257.0,Naschab Forous,True,2264.0,2737,0,2,14.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,2,0,2,3,3
2737_02,0,0,C/100/S,0,26.0,0.0,2381.0,1772.0,0.0,0.0,2618.0,Giedia Arterate,False,6771.0,2737,0,2,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3,3,3,0,0,3,1
2738_01,2,0,E/187/S,0,29.0,0.0,1049.0,0.0,0.0,0.0,0.0,Tyog Ses,False,1049.0,2738,1,4,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3,0,0,0,0,2
2739_01,1,1,G/442/P,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Heryle Daughessey,True,0.0,2739,1,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2740_01,1,0,E/163/P,0,19.0,0.0,1.0,143.0,0.0,254.0,107.0,Garry Leetersoney,True,505.0,2740,1,4,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2,0,2,0,2,2,0
2741_01,2,0,E/164/P,0,43.0,0.0,471.0,0.0,133.0,2.0,692.0,Jackix Cake,False,1298.0,2741,1,4,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3,2,0,2,0,2,3
2743_01,1,0,F/528/S,0,15.0,0.0,746.0,0.0,2.0,0.0,11.0,Nelle Gregordy,False,759.0,2743,1,5,14.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2,2,0,0,0,1,0
2745_01,2,0,F/568/P,0,31.0,0.0,1511.0,0.0,310.0,0.0,0.0,Libers Pre,False,1821.0,2745,1,5,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3,3,0,2,0,0,2
2746_01,2,0,F/569/P,0,52.0,0.0,758.0,0.0,356.0,5.0,0.0,Apix Wala,False,1119.0,2746,1,5,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,0,0,3
2747_01,2,1,F/570/P,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Stisps Chrie,True,0.0,2747,1,5,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2748_01,1,0,F/529/S,2,29.0,0.0,143.0,548.0,0.0,0.0,0.0,Kimmie Mickersones,True,691.0,2748,1,5,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2,2,2,0,0,0,2
2750_01,1,0,F/571/P,0,18.0,0.0,600.0,0.0,0.0,179.0,11.0,Timmie Daviddley,True,790.0,2750,1,5,16.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2,2,0,0,2,1,0
2751_01,2,1,F/530/S,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Permit Must,True,0.0,2751,1,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2752_01,1,0,G/444/P,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Jarena Ballocks,False,0.0,2752,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2752_02,1,1,G/444/P,1,23.467391304347824,0.0,0.0,0.0,0.0,0.0,0.0,Ollip Ballocks,False,0.0,2752,0,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2752_03,1,0,E/165/P,0,58.0,0.0,0.0,82.0,0.0,758.0,0.0,Thel Ballocks,True,840.0,2752,0,4,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2,0,1,0,2,0,3
2753_01,1,0,E/188/S,1,39.0,0.0,0.0,0.0,0.0,0.0,907.0,Wandy Summington,False,907.0,2753,1,4,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,0,2,3
2754_01,1,0,E/166/P,0,13.0,0.0,911.0,1.0,0.0,74.0,0.0,Heidie Santry,False,986.0,2754,1,4,13.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2,2,0,0,1,0,0
2755_01,0,1,B/85/P,2,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneba Glousspidy,True,0.0,2755,1,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2756_01,2,0,F/572/P,2,23.0,0.0,253.0,0.0,0.0,888.0,0.0,Guink Corte,False,1141.0,2756,1,5,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3,2,0,0,2,0,1
2758_01,1,1,G/446/P,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennya Fielson,True,0.0,2758,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2759_01,1,0,E/167/P,0,33.0,0.0,0.0,0.0,170.0,14.0,810.0,Iree Kimons,False,994.0,2759,1,4,11.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2,0,0,2,1,2,2
2760_01,1,1,G/438/S,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Matty Rigginsen,False,0.0,2760,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2760_02,1,1,G/438/S,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,2760,0,6,14.591192170818506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2760_03,1,1,G/438/S,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chery Rigginsen,True,0.0,2760,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2762_01,1,0,G/439/S,0,36.0,0.0,625.0,0.0,260.0,0.0,0.0,Bobina Leonzaley,False,885.0,2762,0,6,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2,2,0,2,0,0,2
2762_02,1,0,G/439/S,2,15.0,0.0,254.0,0.0,10.0,180.0,0.0,Paulah Leonzaley,False,444.0,2762,0,6,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2,2,0,1,2,0,0
2763_01,1,0,E/168/P,0,31.0,0.0,91.0,756.0,0.0,0.0,12.0,Sony Reynoldez,True,859.0,2763,1,4,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,1,2,0,0,1,2
2764_01,1,0,E/189/S,0,42.0,0.0,0.0,0.0,213.0,166.0,1209.0,Racily Reyervaney,True,1588.0,2764,1,4,17.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3,0,0,2,2,3,3
2765_01,2,0,F/532/S,0,27.0,0.0,1502.0,1.0,0.0,0.0,0.0,Callix Curie,False,1503.0,2765,1,5,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3,3,0,0,0,0,1
2768_01,1,0,F/533/S,0,36.0,0.0,123.0,3.0,0.0,7.0,0.0,Herina Cartz,True,133.0,2768,0,5,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2,2,0,0,0,0,2
2768_02,1,0,G/442/S,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,False,0.0,2768,0,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2768_03,1,1,G/442/S,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Doryn Cartz,False,0.0,2768,0,6,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2769_01,1,0,F/573/P,1,22.0,0.0,0.0,837.0,192.0,0.0,0.0,Lindy Fishopper,False,1029.0,2769,1,5,15.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3,0,2,2,0,0,1
2770_01,1,0,G/443/S,0,56.0,0.0,0.0,1721.0,0.0,96.0,0.0,Oraine Gainebergan,False,1817.0,2770,1,6,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3,0,3,0,1,0,3
2772_01,1,0,G/444/S,0,23.0,0.0,0.0,0.0,0.0,757.0,0.0,Patoya Meyersones,False,757.0,2772,1,6,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,2,0,1
2773_01,2,0,D/94/S,0,25.0,0.0,314.0,2.0,648.0,92.0,0.0,Whark Teake,False,1056.0,2773,1,3,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3,2,0,2,1,0,1
2774_01,1,0,F/575/P,0,29.0,0.0,3.0,0.0,3.0,0.0,697.0,Coreen Bushins,False,703.0,2774,0,5,14.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2,0,0,0,0,2,2
2774_02,1,0,F/575/P,0,17.0,0.0,0.0,1195.0,31.0,0.0,0.0,Crisey Mcbriddley,False,1226.0,2774,0,5,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3,0,3,1,0,0,0
2774_03,1,0,F/575/P,0,13.0,0.0,412.0,4.0,0.0,0.0,551.0,Aleroy Bushins,False,967.0,2774,0,5,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,2,0,0,0,2,0
2778_01,2,0,D/82/P,0,35.0,0.0,2301.0,0.0,414.0,0.0,0.0,Gorice Fisty,True,2715.0,2778,0,3,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3,3,0,2,0,0,2
2778_02,2,1,F/576/P,2,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Yogal Fisty,True,0.0,2778,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2780_01,1,0,F/578/P,0,24.0,0.0,14.0,702.0,0.0,0.0,0.0,Eilace Chanan,False,716.0,2780,1,5,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,2,0,0,0,1
2781_01,1,1,G/447/P,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Marice Williotters,False,0.0,2781,1,6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2783_01,0,1,D/83/P,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Alteron Emetillove,True,0.0,2783,0,3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2783_02,0,0,D/83/P,2,29.0,0.0,2.0,8.0,0.0,2864.0,155.0,Gatrin Emetillove,False,3029.0,2783,0,3,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,0,0,0,3,2,2
2784_01,1,0,G/448/P,0,46.0,0.0,0.0,0.0,1661.0,52.0,8.0,Monard Walterson,True,1721.0,2784,1,6,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3,0,0,3,1,0,3
2785_01,0,1,C/102/S,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Wasaleh Clindy,True,0.0,2785,1,2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2786_01,1,0,E/190/S,1,53.0,0.0,0.0,1.0,0.0,195.0,493.0,Luise Franankson,True,689.0,2786,1,4,16.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2,0,0,0,2,2,3
2787_01,1,0,F/535/S,2,21.0,0.0,13.0,0.0,1098.0,64.0,1.0,Stelly Salez,False,1176.0,2787,1,5,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3,1,0,3,1,0,1
2788_01,1,1,G/449/P,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Harlos Ramoran,False,0.0,2788,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2789_01,1,1,G/450/P,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Idave Carverson,False,0.0,2789,1,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2790_01,0,1,B/86/P,2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Asch Simous,True,0.0,2790,0,1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2790_02,0,0,B/86/P,2,41.0,0.0,0.0,320.0,4333.0,1313.0,51.0,Cheliak Simous,False,6017.0,2790,0,1,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3,0,2,3,3,1,3
2790_03,0,0,B/86/P,0,29.0,0.0,3.0,933.0,0.0,674.0,731.0,Izarino Simous,False,2341.0,2790,0,1,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,0,2,0,2,2,2
2790_04,0,0,B/86/P,2,54.0,0.0,0.0,37.0,0.0,4689.0,0.0,Tarrak Simous,False,4726.0,2790,0,1,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3,0,1,0,3,0,3
2790_05,0,0,B/86/P,2,43.0,0.0,0.0,9923.0,660.0,10.0,266.0,Zaninon Simous,True,10859.0,2790,0,1,14.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4,0,3,2,1,2,3
2792_01,1,1,G/446/S,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Duana Figuez,True,0.0,2792,1,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2793_01,1,0,E/169/P,0,48.0,0.0,784.0,87.0,0.0,0.0,1.0,Darrie Mcinton,True,872.0,2793,1,4,14.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,2,1,0,0,0,3
2795_01,0,0,C/103/S,0,34.0,0.0,10.0,5659.0,15.0,3.0,0.0,Genons Brantcable,True,5687.0,2795,0,2,17.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3,1,3,1,0,0,2
2795_02,0,0,C/103/S,0,42.0,0.0,0.0,802.0,0.0,2622.0,671.0,Bottom Brantcable,False,4095.0,2795,0,2,17.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3,0,2,0,3,2,3
2796_01,1,0,F/536/S,2,17.0,0.0,0.0,0.0,0.0,863.0,0.0,,False,863.0,2796,1,5,14.591192170818506,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,2,0,0
2797_01,1,0,F/580/P,0,22.0,0.0,0.0,0.0,0.0,0.0,1345.0,Violan Burchanez,False,1345.0,2797,1,5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,0,3,1
2798_01,0,0,A/23/P,0,37.0,0.0,6.0,437.0,0.0,54.0,3030.0,Furudra Timleplet,False,3527.0,2798,0,0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3,0,2,0,1,3,2
2798_02,0,1,A/23/P,2,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Menchah Timleplet,True,0.0,2798,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
2799_01,1,0,G/447/S,0,21.0,0.0,3.0,0.0,0.0,881.0,0.0,Idace Barrilloney,False,884.0,2799,0,6,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2,0,0,0,2,0,1
2799_02,1,1,G/447/S,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony Barrilloney,True,0.0,2799,0,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2801_01,0,0,B/87/P,0,27.0,0.0,1.0,767.0,0.0,13104.0,3657.0,Taurius Frogauded,False,17529.0,2801,1,1,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4,0,2,0,4,3,1
2802_01,1,0,F/581/P,0,23.0,0.0,18.0,2595.0,0.0,0.0,122.0,Evane Chavezalez,True,2735.0,2802,1,5,16.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3,1,3,0,0,2,1
2805_01,1,0,F/582/P,0,19.0,0.0,0.0,0.0,366.0,268.0,0.0,Allena Blacks,False,634.0,2805,1,5,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2,0,0,2,2,0,0
2806_01,2,0,D/95/S,0,28.0,0.0,948.0,0.0,64.0,170.0,0.0,Boon Gene,False,1182.0,2806,1,3,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,1,2,0,2
2807_01,1,0,E/171/P,0,33.0,0.0,0.0,0.0,154.0,22.0,820.0,Rancy Vincenton,False,996.0,2807,0,4,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2,0,0,2,1,2,2
2807_02,1,1,G/452/P,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Craine Vincenton,False,0.0,2807,0,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2807_03,1,1,G/452/P,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wenten Monrad,True,0.0,2807,0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2809_01,1,1,G/453/P,0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Dianie Ellahan,True,0.0,2809,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2810_01,1,1,G/454/P,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Oraine Jorden,False,0.0,2810,1,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2811_01,1,0,F/537/S,0,44.0,0.0,0.0,0.0,0.0,0.0,871.0,Chery Charpelaney,False,871.0,2811,1,5,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,0,2,3
2812_01,2,0,F/538/S,2,43.0,0.0,803.0,0.0,384.0,120.0,0.0,Hock Grean,True,1307.0,2812,1,5,10.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,2,0,3
2813_01,1,1,G/449/S,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Therek Bryants,True,0.0,2813,1,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2814_01,1,1,G/455/P,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Fredy Smalloney,True,0.0,2814,1,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2817_01,2,0,F/584/P,0,25.0,0.0,237.0,0.0,910.0,0.0,12.0,Sealfs Sutty,False,1159.0,2817,1,5,12.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3,2,0,2,0,1,1
2818_01,2,0,F/585/P,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Krus Betie,True,0.0,2818,0,5,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2818_02,2,1,F/585/P,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Corse Betie,True,0.0,2818,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2818_03,2,0,F/585/P,0,24.0,0.0,165.0,0.0,981.0,2.0,0.0,Wifel Betie,True,1148.0,2818,0,5,11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3,2,0,2,0,0,1
2819_01,1,0,F/586/P,0,38.0,0.0,77.0,169.0,0.0,0.0,470.0,Stal Ocherman,False,716.0,2819,1,5,13.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2,1,2,0,0,2,2
2820_01,1,1,G/457/P,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Valex Lopelases,True,0.0,2820,1,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2821_01,1,1,G/458/P,2,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Brance Shephendery,True,0.0,2821,1,6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3
2822_01,1,1,G/450/S,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Patsya Harverez,True,0.0,2822,0,6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
